User,Review Year,Ratings,Review
Dr.Wescraven,2022,1," Scammed , I ordered a Switch Oled and It wasn't a switch , it was a Power A controller"
Logan,2022,5, Great Product
Ali,2022,1, broken and opened
Robert Axelson Jr.,2022,1, Item received was NOT new
christopher,2022,1, Was sent a regular switch in an OLED box.
Leng,2022,1, Poor customer service!
Emily,2022,1, It’s Great but Aux port is messed up after a few months
Moni,2022,1, Received the box with everything but the switch
Anonymous,2022,1, Ordered for myself expecting a new switch oled. Instead I got a used one. Be careful
Shaolinbuddist,2022,5, Wow
Mychal Jeffries,2022,5, Beautiful
Logan,2022,1, Total scam!!! Not new! No charger! No TV HDMI chords. Canceling Amazon!
ltsbreal1972,2022,3," As a portable console, the Switch is pretty good... as home console.. pretty unreliable."
Rosa Linda,2022,1, Glitchy
Omar,2022,5," Beautifully designed console that excels in battery life, screen quality, and game library."
Preston Whiteshield,2021,1, happy hunting
Justin Tanaka,2021,1, Not worth that much more than original
Jase,2021,5, 51 year old Gamer Dad weighs in “Do not Fault the Switch because of Scalpers” Best Switch period.
Nichole Flack,2022,5, Cool
MELANIE JOHNSON,2022,1, Sending back
Davon Dabney,2022,5, Splatastic Canvas
Alex ML,2022,1, Undeliverable? It was in the truck with 4 stops to go two nights ago.
Juan Moreno,2022,1, I got the Chinese version
Droby,2021,1, Not great
Shyam Sundar Kanduri,2022,1, Received the product with no seal and torn box
Kaven,2021,1," Just wait for it, don’t over pay"
Xiaoyanfan,2022,1, It was worst in the world
Stephan,2022,1, Weird !! Appreciate it tho !!
Lucky Day,2022,5, A worthy upgrade for me
Wanda Randolph,2022,1, Stopped working 45 days after purchasing
Nathan Gerlt,2022,1, No joycons
Amazon Customer,2022,1, Already opened
BigBear Reviews,2022,5, Whoa I love this edition
Daniel,2022,5, Definitely a better quality
Felipe Quinteros,2022,1, Vino sin caja????
Albert,2021,4, It's alright
Hiroshi Orrantia,2022,1, False advertising
Portland Ninja,2021,4," If you don’t already own one, go for it."
ANGELREYES,2022,5, Very Good
Donna E,2022,5, Much brighter and clearer screen. Also larger screen.
Krista,2022,5, Nintendo Switch is perfect for family game night.
Beppo,2021,1, This is a refurbished product!!!! The screen was dirty and so were the controllers!
Arthur.C,2022,3, Just a reminder NO game included
Andre Brandao,2022,5, 9/10
James McCready,2022,5, Nintendo Switch OLED is Fantastic!
Michael Kerner,2021,4, Switch 2.0? Yes & No
Corey,2022,5, Excellent Gift for Kids
Christina,2021,5, Beautiful Switch
Carlos Hernandez,2022,2, Unexpected power outlet
Joel B.,2022,5, Worth the upgrade!
Miguel,2022,5, Size does matter
Anthony Campbell,2022,2, Must be connected to the internet.
Jim,2021,5, The day scalrpers dead
Falloonrd1,2022,5, Great!
Emily Quinn,2022,5, Great system!
Brenda Gallegos,2021,5, Christmas gift
Crispeto,2021,5, Amazing device - totally worth it!
Kyle,2022,2, Bad Product Development
Marcos,2021,5, Love mine
Parth T.,2021,5, Its the best Nintendo Switch till date.
MV,2021,5, Awsome
Max,2021,5, Kids Love it!
Laurie Dove,2021,5, Amazing! So Happy :)
Netham,2021,5, Great screen
Will,2021,5," Nintendo Switch OLED is a masterpiece, I really LOVE it! Nintendo Switch OLED is so entertaining!!!"
Steve Piazza,2023,1, Don't waste your money.
B. Gross,2022,1, Terrible system
Adam,2022,1, Faulty Joy-Con and disappointing service from Nintendo
Devee Farmer,2022,1, ANNOYED BOTH SWITCHES HAVE EURO AC PLUG
Teresita,2021,3, New or used?
Simeon Weaver,2022,3, Why buy it when you don’t need it.
anthony,2021,1, Wtf
Jorge Alba,2021,1, .
Kevin K,2021,2," Nintendo fan since the mid-80's, but the primary vs secondary console registering is annoying."
yanzhou,2022,1, You have to buy membership to play online
John J.,2021,1, Good price
Hu Shan Ghaw,2022,1, Totally Rip off
M. S.,2022,1, G
Sueddo,2021,5, Review
tom koch,2022,1, Not over my dead body
Amazon Customer,2021,1, Overpriced
Luis E Espinoza Medrano,2022,1, What the ...
JT,2021,1, “Upgraded”??? But even at this point it’s still not even Bluetooth capable… You’re kidding.
Josh F,2022,1, Sold as new when used. Buyer beware.
John R.,2021,1," Way over priced, do not over pay."
Stavros,2021,1, Trash
Joe,2021,1, Really?
Cameron Talley,2021,1, rip off
KBoo,2021,5, Nintendo Oled Switch from Amazon Treasure Truck
Orinn,2021,5, Love it!
Shannon,2022,5, If you have a lite or the first generation switch this is worth the upgrade
Andrew,2021,5," Not worth buying if you already have a switch- otherwise, it's the one to get!"
Andream7,2022,5, Beautiful console!
RATE IT 4 U,2021,5, Works and functions perfectly
A. Golden,2022,5, Worth upgrading from the old Switch if you play handheld!
jessica lopez,2022,5, So much better than the last Nintendo
Ciera,2022,5, Beautiful system
Elites,2022,5, It's better and brighter
Jasmine,2022,5, Came Exactly as Described! Beautiful product
Ross,2022,5, Excellent!!! Just amazing!
MeLinda A.,2022,5, Great upgrade!
Sebastian,2022,5, I love it
Nadia Guzman,2022,5, 100/100 para el vendedor
irishgrl131,2022,5, My bf loves this & so do I!
Jerry,2021,5, Absolutely love it. Great console and great games
idiosync,2022,5, Best switch experience
JamesWorld,2022,5, Tea?
Kelly huang,2021,5, Exceeded all expectations
Johana Gonzalez,2022,5, Perfecto
Ani D,2022,5, Happy
K.,2022,5, Much better screen
Troy M.,2022,5, My kids..... I love it!
Aaron,2022,5, Converted to Nintendo. Amazing system.
Robin,2022,5, Love the switchability
Damian Erskine,2022,5, yeah.... I love this little guy
Marcus,2022,5, Great game system
Gabe Watson,2022,5, Impulse buy
BF,2022,5, Happy son!
Alejandro M.,2022,5, The white color is AMAZING!!!
Sue Z.,2022,5, Works GREAT!
Indocalido,2022,5, Very entertaining
Yiting Wu,2022,5," If you play handheld, it is must-buy"
Alexander Valdivieso,2022,5," Adequate, correct, functional, quality"
Robert Le,2021,5, Worth it if you have never owned a Nintendo Switch
Daniela,2022,5, I love it!!
edward brosky,2022,1, Awful you can hardly play a game on it it keeps downloading 😕 keeps freezing up junk
Chloe,2022,5, Amazing and worth the upgrade
Paul B.,2022,5, Great console
Bernadette Cherubin,2022,5, Daughter loves it!
Crystal Kent,2021,5, Great battery life
Wahid A.,2022,5, Very good. Much better display than the older model
BS,2022,5, Awesome!
Cknoble1,2021,5, The screen and kick stand are amazing. This is miles above the original switch!
Kate Klein,2022,5, Great controller and lightweight
Baron,2022,5, So worth it.
Haviv,2022,5, Easily the best video game platform for kids
Dabberoni,2021,5, Radical
sam young,2022,5, Beautiful
Amazon Customer,2021,5, Absolutely love it
Phinehas Beresford,2022,5, Great Video Game Console
Angel Rose,2021,5, Arrived quickly!
Suzy Patey,2021,5, Love the OLED
Kim Conard,2022,5, Great fun
amanda burdick,2022,5, Wonferful product
Jay,2021,5, Dont upgrade.
Nes,2022,5, Bigger screen
Amin somoza,2022,5, Super quick delivery
Mike,2022,5, Best switch
Carol P.,2022,5, Nintendo switch
Becca Grunwald,2021,5, Family fun
J,2022,5, As expected
Kevin Emmanuel,2022,5, A social console
Jasmine,2022,5, Kid loves it!
Obed Omar,2021,5, Have a good time with my daughter.
Hoby Hawkins,2022,5, Exactly as described
Amazon Customer,2022,5, Well worth
kenneth charley,2022,5, great console
Ken,2022,5, Good
Abdulla Al Sada,2022,5, Great
GBoy,2021,5, Awesome machine! Love it!
Denise Graciano,2021,5, Entertainment for everyone
Amazon Customer,2021,5, Fast Delivery
Michael,2022,5, Favorite console ever
Michele,2022,5, Perfect for a gamer
Koshtip,2021,5, Legit seller very pleased
Gregor,2021,4," Product appears new, packaging was severely damaged"
Kevin,2022,5, Works good
Ana Fiallo,2021,4, It works fine
Rob Val,2022,5, Love it
Honeydew,2021,5, Great Nintendo Switch OLED
momma of 10,2021,5, Switch
Peter vernon,2022,5, Nice Game
Wbdeltoro,2022,5, The Screen and battery life are really good of you want to upgrade.
Jaysen,2022,5, I love the switch
Fernando López,2021,5, Excelente
Dxn194,2021,5, Prefect
Alecia,2022,5, So Pretty!!!
Chad,2022,2, Controllers constantly disconnected
Jorge González T.,2022,5, Gran umboxing
Robert F. Stevens III,2021,5, So coooool!
Leo J Nadeau,2021,5, Fantastic
Krystle,2022,5, Versatile
CeejayPanduh,2021,5, Winner winner
Najam Sheikh,2021,5, The best switch ever
BRANDON AQUINO,2022,4, Not bad but top of box was just beaten up
Ev,2022,5, Jeiedn nfkdosllw resw hfjgigokdme
Wilbert O Lewis Sr,2022,5, As advertised
kelechi ibe,2022,5, I AM ADDICTED!
MJ,2022,5, Great product
Engely De jesus Hernandez Rodriguez,2021,5, Buenisimo súper recomendado
Danel,2022,5, Perfect
Jack N,2021,5, Nice console
Lucien,2022,5, It has a bigger screen and looks nicer
Christopher Ferry,2022,5, Worth it
Tim Allen smith,2022,5, Awesome
Hoodie Guy,2021,5, Nice
Aundra Collins,2022,5, Great Product!!
nmbm112,2022,5," Relatively cheap compare to other retailer, fast delivery"
luis castro,2021,5, Great Handheld
Nate Raymond,2021,5, Great Christmas gift!
Mona Leung,2021,5, Timely Shipment!!!
robert gregory,2022,5, Great product .
Jen,2022,5, Perfect !
RareKen,2021,5, Amazing!
Mason Foster,2022,5, 🤌🏻💯💕
stacey blauth,2022,5, Fast delivery
Nathaniel Robertson,2022,5, Shipped with care
Holly,2022,5, Better nintendo system
Jarim,2021,5, Love it!!
liwu,2021,5, cool
Amazon Customer,2022,5, Nintendo switch oled
The Melsons,2021,5," Good product, good people, good service!"
yR,2022,5," came quick, bright colors, pokemon"
Brandon Schirmer,2022,5, switch
F. Jung,2022,5, As expected
Molly,2022,5, Love it.
The Next Big Thing,2022,5, What More Needs to be Said?
Stephanie Cox,2022,5, Switch
Kelly Branyik,2022,5, Amazing and I love that can take it anywhere.
Gabri Stepan,2022,5, The Best Device
Marcos,2022,5, It’s works good
Tburgess,2022,5, Christmas present
MRN ZPT,2022,5, I love my game
Elaine,2022,5, 2nd seller
ROSA BARET,2023,5, Nintendo lover
Rando,2022,5, 💜Wow! 💚Perfect! 💥
Sissyll,2022,5, It's Nintendo!
Brandon Cool,2022,5, Perfect!
April,2022,5, I wuv it
Adam Lubbers,2023,5, Best system ever made
Jaelene Odam,2022,5, Kids love this!
Mido,2022,5, Very nice and fast shipping thanks so much
Sana,2023,2, Updated review
Shakita 😛,2022,5, I love this console
Austin Woods,2023,5, Perfect
Amazon Customer,2022,5, Got 3 of these for the HS aged Kids and they are loving it.
"[ "" . "" ]",2022,5, no issues
River,2022,5, Love the Switch
Jose Angel,2021,5," Excelente, todo lo que esperaba y mucho más, divertido para salir de la rutina luego del trabajo."
Jessica Czechowski,2022,5, Next day shipping ✅
Anna,2022,5, Wonderful
Ariel Isidro Mejia Severino,2022,5, The product is new!!!!!!!!!
Diego Velazquez,2021,5, Exelente consola
Sylvester Foster,2021,5, I LOVE IT
cena,2022,5, Nintendo switch is amazing
Alicia,2023,5, Everything works
Edward,2023,5, I love Nintendo
Michael A Druckenmiller Sr,2022,5, Bought as a gift. Recipient very happy.
Shawn Hayes,2022,5, A solid refresh of the Switch
Joshua C.,2022,5, Great addition
quin,2022,5, price
brad banana,2023,5, Nice improvement
South Carolina,2022,5," Get OLED! spend extra 50 dollars, it worth it"
Amazon Customer,2022,5, Excellent
Nguyen Nancy,2022,5, I love this product.
Kenneth Kindred,2022,5, Greatest investment ever
Charlycroki,2022,5, This version stands out !
bookworm,2022,5, Game on!
Jammiesk,2022,5, Fast shipping and surprised at how good it looks out of the box.
Angel,2022,5, Good console and portable game system
Cameron H.,2022,5, It arrived in perfect condition!!!
Sandra Martell,2023,5, Great
Money,2023,5, Best switch experience
K. Barlow,2022,5, Awesome system.
Kaidan,2023,5, Amazing and fun
Mimzymoo,2022,5, Great! Totally removes the glare problem in the sun. I love the screen size and crisper images. Q
Ben,2022,5, I love it
Roy Mis,2022,5, Awesome!!!
Amazon Customer,2022,5, Very good
Gracie,2022,5, smazing.
Jenni,2022,5, Obsessed
Parker B Good book,2022,5, Amazing quality screen. So crisp and beautiful graphics!
Ashley Rose,2023,5, Worth the money
Blah,2021,5, Market price from reliable Amazon <3
Ms J,2022,5, Great value for the money
Amazon Customer,2022,5, AWESOME NINTENDO SWITCH SPLATOON OLED SPECIAL EDITION SYSTEM CONSOLE!!
Adam Horton,2023,5, Awesome Platform
Gabriel,2022,5, 9/10
Guga,2022,5, Worth the upgrade
Rich B,2023,5, Nintendo Switch OLED
Roxi,2022,5, Absolutely Gorgeous and Colorful!
D,2022,5, Fast shipping
Raphael,2022,5, Recommended
Jesus Valverde,2022,5, Good!
MrU,2022,2," Nintendo, what are you doing?"
Constantino ibanez,2022,5, Era lo que esperaba!
Leo,2023,5, Love the switch for family game nights and solo play.
DustyMac,2023,5," Its Nintendo, what's not to love?"
karen mejia,2022,5, Love
Candy Combest,2022,5, Love my switch
Enny Lor,2023,5, Amazing
Patrick Slawinski,2022,5, My boyfriend loves it!
Israel Trujillo,2023,5, Champion
Todd R. Sullivan,2023,5, How Fast I received it
Kody,2023,5, I love Nintendo products ever since the 64
Izayoi Cui,2023,5, A lot of fun
Joseph Aznaran,2022,5, Amazing screen but cheap internals
Amazon Customer,2023,5, Excellent
DJ Humphrey,2023,5, Excellent Gaming Device... THE OLED ROCKS!
Gromit4,2023,5, Nice to have just need to learn how to use it!
Gilberto sanchez,2022,5, Exelente
Dan Vanderboom,2022,2," Bad controls, nice screen"
Skylar W.,2021,1, Stopped working in less than 2 hours :(
Kindle Customer,2022,5, I'm having fun again
Vanessa,2023,5, Bigger and Brighter Screen
reviewname,2022,5, very good
Amazon Customer,2022,5, It's a switch
Salvador morales,2022,5, Nintendo switch oled
Mxa77,2022,5, Fun Portable Game
Brad,2023,5," first Nintendo in a while, not disappointed"
Pat,2022,5, I love Nintendo
Beep boop roboman,2022,5, Very pleased
Jasmine,2022,5, Awesome Switch!
John H,2021,5, First time buying a nintendo switch
Stacey Ruggero,2022,5, Best Nintendo switch oled console
Virginia Robertson,2022,5, I'm happy
Kenneth,2022,5, OLED Switch is great
Ruzzel,2023,5, Love love love!
S Leonard,2023,5, He always has it
brandon thompson,2022,5, thanks
Amanda L Green,2022,5, 😁 so much fun
Aaron,2022,5, Amazon repack.
George,2022,5, GOOD!
CMA,2022,5, Clear
Faith,2022,5, Amazing
JDawg,2023,5, Awesome system
Spencer,2022,5, Great for traveling.
Omega Man,2022,5, Slickest hardware design ever
Brian M,2022,5, It's better than we are led to believe.
Jesse Roberge,2022,5, Excellent screen. Works as advertised. Well worth price.
Leonardo Ballagan,2022,5, La mejor consola
Darren Ly,2022,5, Great for travelling
Thomas M,2022,5," Thank you, Amazon"
DARTH🐺SCRUFF,2022,5, Love it
Darren Ly,2022,5, Great for travelling
Thomas M,2022,5," Thank you, Amazon"
DARTH🐺SCRUFF,2022,5, Love it
Elizabeth,2023,5, Love it 😊
Armen Mikaelian,2023,5, reliable
Suzette,2022,5, Product in good condition
Mindy Junek,2022,5, Superb just what I asked for
Miranda,2022,5, Very nice! Much better than my old switch lite!
PhoenixKitty2Grams,2022,5, Wanted and Needed by Granddaughter
Edmond B.,2022,5," Yeah, I'm luuuvve!"
Dj,2023,5, Works well out of the box
wala05,2023,5, Calidad
Francisco Mayorga,2021,5, Excelente Producto
hennsly,2021,5, I love the graphics
Gary J. Cottone,2023,5, Arrived in excellent shape.
Terry Smith,2022,5, Son loves it
awesome1,2022,5, Awesome
W,2022,1, Japanese edition
Quest1,2022,5, Portable and get to play my favorite retro games
Juan Noriega Escobar,2022,5, Yo encanta de todas.mis compras solo confío en ustedes gracias por todo estoy feliz
Sue Siemonsma,2022,5, Present
Eat Pant,2023,5, Awesome system
Shirley L. Cheney,2023,5, Great
Carissa B,2022,5, Great display
Essi Esse Gbedey,2021,5, Awesome Screen
Rubyvioletine,2022,5, Yessssss
Chris,2022,5, Mint
AvidAmazonUser,2021,2, Used?
Julian david amaya,2022,5, Perfect everything work never hav issues
Jasper,2021,5, Got it!
Robert M. Falkenberg,2022,5, What a difference!
Habu,2023,5, Works great but had to buy different charger
Devin Smallwood,2023,5, Awesome Platform
jbramirezg,2023,5, Excelente consola de juego
Emily Demos,2022,5, Good console
Ragen,2022,5, So far so good!
Robert B.,2022,5, Super nice
Mark,2022,5, Good buy
April Lynn Kesner,2022,5, Fast delivery
Eunectes,2022,5, Vibrant colors and long lasting.
taliscia,2022,5, Nice upgrade from the original
Pamela J. Venhoff,2021,5, Love!
moon,2022,5, good
Andres Eduardo Franco Rivera,2022,5, Hermoso
Agustin C.,2022,5, Nice
Andrea,2023,5, Love it
Abe,2021,5, Worth the wait
ZAYED MARZOUQ,2022,5, device is original
Asking for a friend,2023,5, Great Product
Letitia C N Keyes,2023,5, I like!
Joe Pierpont,2022,5, Use Telegram or Discord Notifications for InStock
Reymond Ortiz,2021,2, Same thing but hard to get
Amazon Customer,2023,5, We are obsessed with nintendo
Tracey Keyes,2023,4," Nothing special great screen, but.."
Alejandro Lemus,2023,5, Love It!
stonercrazyclips222,2023,5, Love it!
Robert Tubbs,2022,5, Colors are awesome!
Jeff,2021,5, Nitendo switch Oled
Amzn customer,2022,2, Expensive games and buggy software
eBaoTran,2022,5, Work excellent
Jeremy,2022,2, Order new but received used
Ellie Carter,2022,5, Very cool
Sam Burk,2022,5, Awesome console
Tina L. Harlow,2023,5, First time buyer
Matt Hersman,2022,5, I love it for what it is
Liz P.,2022,5, My son is enjoying this.
Samaria,2022,5, Probably one of my favorite “console” purchases of the year
Matthew Cole,2022,5, Nintendo
Amazon Customer,2022,5, Best Christmas Gift
Alex,2022,5, Fantastic
Alex,2022,5, Fantastic
calvin jordan,2021,5, Nintendo really updated the Switch
V-B Fiori,2023,5, Good price
John Flex,2022,5, Worth the upgrade
Fardeen,2022,5, My son love it and he still play
Amazon Customer,2022,5, Awesome-versatile
Sean McDougall,2023,5," a little wierd, but fun after you figure it out."
denverdog,2022,3, Poor remote battery life
Dunk,2022,5, Fantastic
Jorge Andrés Moreno Martínez,2023,5,
Caio G.,2023,5,
Alexander,2023,5,
Erick Alberto Ramírez León,2023,5,
Ulysses Fmz,2023,5,
Luis,2023,5,
Dio,2023,5,
Walberto,2023,5,
jose,2023,5,
Bruno Silva Gonçalves,2023,5,
sagadx,2023,5,
Anonymous,2023,5,
bhisham soni,2023,5,
Mateus,2023,5,
lockjiaqi,2023,5,
Veraliton,2023,4,
Erikcito,2022,5,
boycham,2023,5,
Alex,2023,5,
Giuseppe,2023,5,
Yair,2023,4,
Rehana,2023,5,
Morín,2023,5,
Sol24,2023,5,
Arcadio D.,2023,5,
Silver,2021,2,
Divyanshu,2023,5,
Bhardhvaj,2023,5,
Fernando G,2023,5,
Gerardo Berman,2023,5,
Josue,2023,5,
Cliente Kindle,2023,5,
xenobane,2022,4,
Ricardo Martínez,2023,4,
Crizoste Oliveira,2023,5,
Deepak,2023,5,
Endy Silveira,2023,5,
Eduardo,2023,5,
Prashant,2022,5,
Shaun A,2023,5,
Amanda,2023,5,
Davi Aragão,2023,4,
Joel Uriostegui,2022,5,
Terry,2023,5,
Raimundo Roque Pinto Neto,2023,5,
ivo,2022,5,
gus,2023,5,
"Mon neveu est très satisfait du produit, la livraison a était comme promis et la console de jeu était bien emballés avec un protège de plastique gonflable afin d’être livré dans les bonne conditions et éviter les bris et les égratignures. Je donnerai FIVE STARS ⭐️",2023,5,
Cliente de Amazon,2023,5,
Gerardo Gomez,2023,5,
jade,2023,5,
Pedro,2022,5,
danny guzman,2023,5,
João Matheus,2022,3,
Kevin Ouellette,2023,5,
manuel,2023,5,
Ben,2023,5,
Barry nicolson,2023,5,
Nelly C.,2022,5,
Antonio Diaz,2023,5,
mitchell murphy,2023,5,
Scupcake,2023,5,
Abhisek Majumder,2022,5,
GLOOG,2023,5,
Comprador Anónimo,2022,4,
Danny,2023,5,
Daniel Lye,2021,5,
Zane I.,2023,5,
Arthur Santos,2022,5,
Max Montana,2022,5,
LST2585,2022,5,
Ricardo,2022,5,
Alejandro,2022,5,
Jonathan Mancera,2022,5,
Amazon Customer,2023,5,
Andy tan,2023,5,
Jonathan Senri,2022,5,
Foo Liang-Yue Ryan,2023,5,
Skylar,2023,5,
Daniel F.,2022,5,
JOSE FRANCO,2023,5,
Mayur Thakur,2022,5,
Nilton Geovanni hidalgo davila,2022,5,
Bernardo M.,2021,5,
Harox,2023,5,
Michael S.,2021,4,
N.V.K,2023,5,
GUIMONT JEAN-PHILIPPE,2023,5,
Vivian Ferraro,2022,5,
Mr. Le,2022,5,
Oscar Yahuaca,2022,5,
Amazon Customer,2023,5,
Key Domínguez Espíritu,2022,5,
Victor,2023,5,
kortes,2022,5,
Rajkumar Gupta,2023,2,
Alma,2022,5,
David Torres,2022,5,
